token	score	savings	qwen_tokens
imzalanan	-11.990863800048828	3	im z al anan
verəndə	-11.99077033996582	3	ver ÉĻ nd ÉĻ
öyrədir	-11.990715980529785	3	Ã¶ yr ÉĻ dir
ağsaqqal	-11.989651679992676	3	aÄŁ sa qq al
prosedurlar	-11.989283561706543	3	pro sed url ar
Romalılar	-11.989108085632324	3	Rom al Ä± lar
lanmamış	-11.988102912902832	3	lan m am Ä±ÅŁ
çökmə	-11.987133026123047	3	Ã§ Ã¶ km ÉĻ
yarımadasının	-11.985851287841797	3	yar Ä±m adas Ä±nÄ±n
aparıldığı	-11.985320091247559	3	ap arÄ± ld Ä±ÄŁÄ±
Əvvəl	-11.985169410705566	3	Æı vv ÉĻ l
Energetika	-11.984718322753906	3	E ner get ika
miqdarının	-11.98392105102539	3	mi q dar Ä±nÄ±n
bölüşüb	-11.983236312866211	3	b Ã¶l Ã¼ÅŁ Ã¼b
anlayışlar	-11.983166694641113	3	an lay Ä±ÅŁ lar
istlərin	-11.982562065124512	3	ist l ÉĻ rin
gücləri	-11.982091903686523	3	gÃ¼ cl ÉĻ ri
Boliviya	-11.981755256652832	3	B ol ivi ya
fotoları	-11.981719017028809	3	f ot olar Ä±
tapşırdı	-11.981284141540527	3	tap ÅŁÄ± rd Ä±
adamlarının	-11.981179237365723	3	ad aml ar Ä±nÄ±n
formalaşma	-11.981014251708984	3	form ala ÅŁ ma
şüaları	-11.980785369873047	3	ÅŁ Ã¼ alar Ä±
kondisioner	-11.980780601501465	3	k ond ision er
Seriyasında	-11.980514526367188	3	Ser iy as Ä±nda
Avstriyanın	-11.98043155670166	3	Av stri yan Ä±n
zəiflik	-11.980269432067871	3	z ÉĻ if lik
Qərarın	-11.980045318603516	3	Q ÉĻ rar Ä±n
hücumda	-11.9797945022583	3	h Ã¼ cum da
laşdırıla	-11.979537010192871	3	laÅŁ dÄ±r Ä± la
sübutları	-11.979479789733887	3	s Ã¼ but larÄ±
Dairəsi	-11.978988647460938	3	D air ÉĻ si
Bulvarı	-11.977678298950195	3	B ul var Ä±
sürdüyü	-11.97761058807373	3	s Ã¼r dÃ¼ yÃ¼
əlifba	-11.977502822875977	3	ÉĻ l if ba
iyrənc	-11.97745418548584	3	i yr ÉĻ nc
hidravlik	-11.977378845214844	3	hid r av lik
gəmidə	-11.97728443145752	3	g ÉĻ mid ÉĻ
risklərin	-11.97722339630127	3	risk l ÉĻ rin
demişdir	-11.977174758911133	3	d emi ÅŁ dir
geyinir	-11.976941108703613	3	ge y in ir
dərə	-11.97681713104248	3	d ÉĻ r ÉĻ
olunurlar	-11.976645469665527	3	ol un url ar
böhranın	-11.97652530670166	3	bÃ¶ hr an Ä±n
eramızın	-11.976411819458008	3	er am Ä±z Ä±n
Yaralı	-11.976341247558594	3	Y ar al Ä±
dağılmış	-11.976282119750977	3	da ÄŁÄ± lm Ä±ÅŁ
sistemdə	-11.976188659667969	3	s istem d ÉĻ
dağılması	-11.976052284240723	3	da ÄŁÄ± l masÄ±
fənni	-11.975852012634277	3	f ÉĻ nn i
kərə	-11.975638389587402	3	k ÉĻ r ÉĻ
versiyasının	-11.975607872009277	3	vers iy as Ä±nÄ±n
yazılışı	-11.975001335144043	3	y az Ä±lÄ± ÅŁÄ±
aralıda	-11.974943161010742	3	ar al Ä± da
pozuntular	-11.974871635437012	3	po z unt ular
hissəli	-11.974732398986816	3	h iss ÉĻ li
dayanıb	-11.974479675292969	3	day an Ä± b
Demokratlar	-11.973793983459473	3	Dem ok rat lar
qərbə	-11.973531723022461	3	q ÉĻ rb ÉĻ
oyunundan	-11.972900390625	3	oy un und an
məyin	-11.97280502319336	3	m ÉĻ y in
xristianlar	-11.971623420715332	3	x rist ian lar
yaradılış	-11.971577644348145	3	yar ad Ä±lÄ± ÅŁ
fikrinə	-11.971353530883789	3	f ik rin ÉĻ
işlək	-11.970803260803223	3	iÅŁ l ÉĻ k
nominasiya	-11.970661163330078	3	n omin asi ya
albomları	-11.97065258026123	3	al b om larÄ±
kükürd	-11.970610618591309	3	k Ã¼k Ã¼r d
Belçikanın	-11.970556259155273	3	Bel Ã§ ikan Ä±n
davulçu	-11.96996784210205	3	d av ul Ã§u
aparıblar	-11.968406677246094	3	ap arÄ± bl ar
laqeyd	-11.9683837890625	3	la q ey d
iştirakına	-11.968295097351074	3	i ÅŁtir ak Ä±na
sövq	-11.968205451965332	3	s Ã¶ v q
gimnast	-11.968048095703125	3	g im n ast
Fırtına	-11.967723846435547	3	F Ä± rt Ä±na
yarımfinalda	-11.96763801574707	3	yar Ä±m final da
tarazlıq	-11.966711044311523	3	tar az lÄ± q
Gündəlik	-11.966297149658203	3	G Ã¼nd ÉĻ lik
kisəsi	-11.965879440307617	3	k is ÉĻ si
Mədə	-11.965089797973633	3	M ÉĻ d ÉĻ
Mərasim	-11.964845657348633	3	M ÉĻ ras im
Təmiz	-11.964208602905273	3	T ÉĻ m iz
törətmiş	-11.962931632995605	3	tÃ¶r ÉĻ t miÅŁ
maşınlarının	-11.962743759155273	3	ma ÅŁ Ä±n larÄ±nÄ±n
icraatın	-11.962690353393555	3	ic ra at Ä±n
miqdarında	-11.962238311767578	3	mi q dar Ä±nda
Aparatının	-11.961819648742676	3	A par at Ä±nÄ±n
hərbi	-11.961082458496094	3	h ÉĻ r bi
istəyini	-11.960814476013184	3	ist ÉĻ y ini
qayıqları	-11.960729598999023	3	q ayÄ± ql arÄ±
loqotip	-11.960546493530273	3	lo q ot ip
anlayışını	-11.959909439086914	3	an lay Ä±ÅŁ Ä±nÄ±
hesabatın	-11.959890365600586	3	hes ab at Ä±n
reaksiyalar	-11.959870338439941	3	reak si y alar
zavodları	-11.959762573242188	3	z av od larÄ±
Uruqvay	-11.959114074707031	3	U ru qv ay
Körpə	-11.959113121032715	3	K Ã¶r p ÉĻ
heyətə	-11.958853721618652	3	hey ÉĻ t ÉĻ
sağalma	-11.95838451385498	3	sa ÄŁ al ma
prezidentinin	-11.95799732208252	3	pre z ident inin
addımları	-11.957986831665039	3	add Ä± ml arÄ±
özbaşına	-11.957124710083008	3	Ã¶z ba ÅŁ Ä±na
dramaturq	-11.955854415893555	3	d ram atur q
əcəyi	-11.95548152923584	3	ÉĻ c ÉĻ yi
ürəyin	-11.953302383422852	3	Ã¼r ÉĻ y in
uğurunu	-11.952347755432129	3	u ÄŁ ur unu
mübarək	-11.951994895935059	3	mÃ¼ bar ÉĻ k
nizdə	-11.951966285705566	3	n iz d ÉĻ
Skandinaviya	-11.950576782226562	3	Sk andin avi ya
içinə	-11.949286460876465	3	i Ã§ in ÉĻ
investisiyalar	-11.948311805725098	3	invest isi y alar
laşdıraraq	-11.947582244873047	3	laÅŁ dÄ±r ara q
Qarabağa	-11.947575569152832	3	Q ar aba ÄŁa
Argentinanın	-11.947532653808594	3	Arg entin an Ä±n
olduğum	-11.945703506469727	3	old u ÄŁ um
çıxmışdır	-11.945552825927734	3	Ã§Ä± xm Ä±ÅŁ dÄ±r
yetirilmə	-11.9454927444458	3	yet ir ilm ÉĻ
lərinizi	-11.94499683380127	3	l ÉĻ rin izi
aləminin	-11.944745063781738	3	al ÉĻ min in
Katedrali	-11.943503379821777	3	K ated ral i
fəsadlar	-11.943032264709473	3	f ÉĻ sad lar
Partiyanın	-11.942496299743652	3	Part i yan Ä±n
Kompaniyası	-11.942306518554688	3	Kom pan iy asÄ±
danışırlar	-11.941612243652344	3	dan Ä±ÅŁÄ± rl ar
tökülür	-11.941179275512695	3	t Ã¶k Ã¼l Ã¼r
ödən	-11.940839767456055	3	Ã¶ d ÉĻ n
Sazişə	-11.939301490783691	3	S azi ÅŁ ÉĻ
bakalavrı	-11.938848495483398	3	bak al avr Ä±
tuturlar	-11.938416481018066	3	t ut url ar
Şənbə	-11.938372611999512	3	Åŀ ÉĻ nb ÉĻ
həcmli	-11.938350677490234	3	h ÉĻ cm li
xətalar	-11.938222885131836	3	x ÉĻ t alar
rübündə	-11.936347007751465	3	rÃ¼ b Ã¼nd ÉĻ
Həmişə	-11.93610954284668	3	H ÉĻ miÅŁ ÉĻ
müddəalar	-11.935346603393555	3	mÃ¼ dd ÉĻ alar
yuyulması	-11.935332298278809	3	y uy ul masÄ±
qurğunun	-11.935185432434082	3	q ur ÄŁun un
Cəlil	-11.935151100158691	3	C ÉĻ l il
ssenarisi	-11.934649467468262	3	ss en ar isi
pedaqoq	-11.93371868133545	3	ped aq o q
məklə	-11.93346118927002	3	m ÉĻ kl ÉĻ
qrafiya	-11.93340015411377	3	q ra fi ya
Diqqət	-11.933000564575195	3	Di qq ÉĻ t
kameralar	-11.93233871459961	3	k am eral ar
Oktyabrın	-11.931992530822754	3	Ok ty abr Ä±n
Suraxanı	-11.93139934539795	3	Sur ax an Ä±
icmaları	-11.930500984191895	3	ic m alar Ä±
veteranı	-11.929218292236328	3	v eter an Ä±
yaratdılar	-11.928975105285645	3	y arat dÄ± lar
Məscid	-11.928364753723145	3	M ÉĻ sc id
oğludur	-11.928191184997559	3	oÄŁ l ud ur
təhsilli	-11.927773475646973	3	t ÉĻ hs illi
işlədir	-11.927736282348633	3	iÅŁ l ÉĻ dir
avtomobilinin	-11.927626609802246	3	av tom obil inin
gündəm	-11.927488327026367	3	g Ã¼nd ÉĻ m
Xatirə	-11.92724895477295	3	X at ir ÉĻ
Səbail	-11.926583290100098	3	S ÉĻ b ail
qışqır	-11.925965309143066	3	q Ä±ÅŁ q Ä±r
qorunmasını	-11.925374984741211	3	q or un masÄ±nÄ±
imizdə	-11.924649238586426	3	im iz d ÉĻ
Mədinə	-11.924015045166016	3	M ÉĻ din ÉĻ
şousunun	-11.922825813293457	3	ÅŁ ous un un
aktivlərin	-11.922701835632324	3	aktiv l ÉĻ rin
olmamasına	-11.922592163085938	3	ol m amas Ä±na
illərlə	-11.922046661376953	3	ill ÉĻ rl ÉĻ
dəyib	-11.92203426361084	3	d ÉĻ y ib
Naxçıvan	-11.920883178710938	3	N ax Ã§Ä± van
İsrailə	-11.92070484161377	3	Ä° sr ail ÉĻ
aksiyaları	-11.92069149017334	3	aksi y alar Ä±
texnikaları	-11.920455932617188	3	tex nik alar Ä±
qanunlarını	-11.919548034667969	3	q an un larÄ±nÄ±
qabarıq	-11.91947078704834	3	q ab arÄ± q
Berlində	-11.919246673583984	3	Ber l ind ÉĻ
yuxarıya	-11.919233322143555	3	y ux arÄ± ya
konstruktiv	-11.918621063232422	3	kon str ukt iv
makiyaj	-11.91805362701416	3	m aki y aj
qərarların	-11.917093276977539	3	q ÉĻ rar larÄ±n
mühitinin	-11.916923522949219	3	m Ã¼h it inin
açmağa	-11.916351318359375	3	a Ã§ ma ÄŁa
qorxur	-11.916315078735352	3	q or x ur
Suriyada	-11.916253089904785	3	S uri y ada
növünü	-11.91592788696289	3	n Ã¶ v Ã¼nÃ¼
nüvəsi	-11.91569709777832	3	nÃ¼ v ÉĻ si
azaltmağa	-11.914924621582031	3	az alt ma ÄŁa
işıqları	-11.913731575012207	3	i ÅŁÄ± ql arÄ±
qayğısına	-11.913642883300781	3	q ay ÄŁÄ± sÄ±na
ittifaqları	-11.913318634033203	3	itt ifa ql arÄ±
ansamblı	-11.912996292114258	3	ans am bl Ä±
Moskvanın	-11.911857604980469	3	Mos k van Ä±n
ortaqlıq	-11.911779403686523	3	orta ql Ä± q
qalaktika	-11.911674499511719	3	q al akt ika
yaxınlaşma	-11.910317420959473	3	y ax Ä±n laÅŁma
şərhi	-11.909619331359863	3	ÅŁ ÉĻ r hi
Düzdür	-11.909076690673828	3	D Ã¼ zd Ã¼r
görülmə	-11.908761978149414	3	g Ã¶rÃ¼ lm ÉĻ
qaçaraq	-11.907163619995117	3	qa Ã§ ara q
Həftə	-11.90713882446289	3	H ÉĻ ft ÉĻ
hücumunu	-11.907088279724121	3	h Ã¼ cum unu
temperaturun	-11.906885147094727	3	tem per atur un
sinizsə	-11.906213760375977	3	sin iz s ÉĻ
Dəniz	-11.9053955078125	3	D ÉĻ n iz
korporasiya	-11.904837608337402	3	k orpor asi ya
suyunun	-11.904804229736328	3	s uy un un
sanitariya	-11.903300285339355	3	san it ari ya
öyrən	-11.903167724609375	3	Ã¶ yr ÉĻ n
batalyonun	-11.903111457824707	3	b atal yon un
verildiyini	-11.902338027954102	3	ver ild iy ini
Suriyanın	-11.899871826171875	3	S uri yan Ä±n
yandırma	-11.899686813354492	3	y and Ä±r ma
oyuncaq	-11.898943901062012	3	oy un ca q
dərinin	-11.898662567138672	3	d ÉĻ rin in
bağlayıcı	-11.898531913757324	3	ba ÄŁ lay Ä±cÄ±
qarışqa	-11.898499488830566	3	q ar Ä±ÅŁ qa
eşidir	-11.89814567565918	3	e ÅŁ id ir
Məktub	-11.898138999938965	3	M ÉĻ kt ub
Viskonsin	-11.898138999938965	3	Vis k ons in
donanmasının	-11.897990226745605	3	don an mas Ä±nÄ±n
Memorandumu	-11.897540092468262	3	Mem or andum u
düşmüşdü	-11.89745807647705	3	d Ã¼ÅŁ mÃ¼ÅŁ dÃ¼
Dəhlizi	-11.897339820861816	3	D ÉĻ hl izi
Rəqib	-11.897242546081543	3	R ÉĻ q ib
həkimə	-11.897032737731934	3	h ÉĻ kim ÉĻ
İrlandiya	-11.896445274353027	3	Ä° r land iya
Konfransının	-11.89566707611084	3	Kon fr ans Ä±nÄ±n
qərarla	-11.895666122436523	3	q ÉĻ rar la
üslubları	-11.895041465759277	3	Ã¼ sl ub larÄ±
elektrik	-11.89452075958252	3	ele k tr ik
ilahiyyat	-11.894076347351074	3	il ahi yy at
oğlunun	-11.893998146057129	3	oÄŁ l un un
Nağıyev	-11.893804550170898	3	Na ÄŁÄ± y ev
Məhdud	-11.893668174743652	3	M ÉĻ hd ud
rabitəsi	-11.89354133605957	3	r abit ÉĻ si
sığortaçı	-11.892582893371582	3	s Ä±ÄŁ orta Ã§Ä±
tövbə	-11.891884803771973	3	t Ã¶ vb ÉĻ
dəymiş	-11.891270637512207	3	d ÉĻ ymi ÅŁ
olunmasının	-11.889739990234375	3	ol un mas Ä±nÄ±n
kimyəvi	-11.889488220214844	3	kim y ÉĻ vi
olmaları	-11.8893461227417	3	ol m alar Ä±
epizodda	-11.889034271240234	3	ep iz od da
Müsavat	-11.888452529907227	3	M Ã¼ sav at
maraqla	-11.88804817199707	3	m ara ql a
İslamın	-11.887544631958008	3	Ä° sl am Ä±n
gətir	-11.88681697845459	3	g ÉĻ t ir
hesablamalar	-11.885897636413574	3	hes ab lam alar
tutmuşdur	-11.883947372436523	3	t ut muÅŁ dur
miqyası	-11.88388442993164	3	mi q yas Ä±
aralığında	-11.883627891540527	3	ar al Ä±ÄŁ Ä±nda
əvəzi	-11.88352108001709	3	ÉĻ v ÉĻ zi
Küçə	-11.883066177368164	3	K Ã¼ Ã§ ÉĻ
pozulmuş	-11.882586479187012	3	po z ul muÅŁ
Partiyasına	-11.881908416748047	3	Part iy as Ä±na
adamların	-11.881382942199707	3	ad aml ar Ä±n
Parlamentin	-11.881197929382324	3	Par l ament in
Sədri	-11.880786895751953	3	S ÉĻ d ri
seçdiyi	-11.879842758178711	3	se Ã§ di yi
Məcburi	-11.878780364990234	3	M ÉĻ cb uri
vaxtilə	-11.878205299377441	3	v ax til ÉĻ
diaqnostik	-11.878039360046387	3	dia q nost ik
prospektinin	-11.877828598022461	3	pro spe kt inin
musiqisini	-11.87651538848877	3	mus iq is ini
danışıqlara	-11.875829696655273	3	dan Ä±ÅŁÄ± ql ara
qurbağa	-11.875541687011719	3	q ur ba ÄŁa
nəslinin	-11.875505447387695	3	n ÉĻ sl inin
dənizin	-11.875308990478516	3	d ÉĻ n izin
Ukrayna	-11.875179290771484	3	U kr ay na
təbii	-11.874855995178223	3	t ÉĻ b ii
Federasiya	-11.874141693115234	3	F eder asi ya
xatırladan	-11.873612403869629	3	x at Ä±rl adan
faydası	-11.873212814331055	3	f ay das Ä±
qoyulma	-11.872859954833984	3	q oy ul ma
edirsiniz	-11.872448921203613	3	ed ir sin iz
qayıdışı	-11.871692657470703	3	q ayÄ± d Ä±ÅŁÄ±
bildirmişdir	-11.871607780456543	3	bild irm iÅŁ dir
Liqasına	-11.87152099609375	3	L iq as Ä±na
həyatından	-11.871394157409668	3	h ÉĻ yat Ä±ndan
kiçikdir	-11.871115684509277	3	ki Ã§ ik dir
almaqla	-11.869872093200684	3	al ma ql a
Muzeyin	-11.869110107421875	3	M uz ey in
yandırıldı	-11.86909294128418	3	y and Ä±r Ä±ldÄ±
sevgisini	-11.869022369384766	3	se vg is ini
siqnalları	-11.86841106414795	3	si qn all arÄ±
Peterburqda	-11.86815071105957	3	Peter bur q da
bölgəni	-11.867395401000977	3	bÃ¶ lg ÉĻ ni
yayıldığı	-11.8672456741333	3	y ayÄ± ld Ä±ÄŁÄ±
kainatın	-11.865882873535156	3	k ain at Ä±n
baxıb	-11.865665435791016	3	b ax Ä± b
yarmarka	-11.865448951721191	3	y arm ark a
informasiyanın	-11.864781379699707	3	inform asi yan Ä±n
çıxardığı	-11.864302635192871	3	Ã§Ä± x ard Ä±ÄŁÄ±
qəlbi	-11.864070892333984	3	q ÉĻ l bi
verilmədi	-11.862951278686523	3	ver ilm ÉĻ di
əsində	-11.8627347946167	3	ÉĻ s ind ÉĻ
keçmişdir	-11.862692832946777	3	ke Ã§ miÅŁ dir
Norveçin	-11.862654685974121	3	Nor ve Ã§ in
sorğusu	-11.862543106079102	3	s or ÄŁ usu
birliyinin	-11.862466812133789	3	bir li y inin
Ailəsi	-11.861710548400879	3	A il ÉĻ si
daşınma	-11.860733985900879	3	da ÅŁ Ä±n ma
gəmisini	-11.860621452331543	3	g ÉĻ mis ini
kəşfi	-11.860456466674805	3	k ÉĻ ÅŁ fi
qonaqları	-11.860321998596191	3	q ona ql arÄ±
təmiz	-11.859992027282715	3	t ÉĻ m iz
televizor	-11.859892845153809	3	te lev iz or
gəliş	-11.859816551208496	3	g ÉĻ li ÅŁ
olmaqda	-11.859539985656738	3	ol ma q da
oxuyurdu	-11.859220504760742	3	ox uy ur du
aktrisası	-11.857461929321289	3	ak tr isas Ä±
Kataloniya	-11.857308387756348	3	K atal oni ya
verərsə	-11.856683731079102	3	ver ÉĻ rs ÉĻ
bildirmişdi	-11.85628604888916	3	bild irm iÅŁ di
tikildi	-11.855000495910645	3	t ik ild i
sevirdi	-11.853767395019531	3	se v ird i
tamamlamaq	-11.853468894958496	3	tam aml ama q
qazanmasına	-11.853117942810059	3	q az an masÄ±na
Assambleyasının	-11.853109359741211	3	Ass amble yas Ä±nÄ±n
Cahangir	-11.852618217468262	3	C ah ang ir
rəmzi	-11.852616310119629	3	r ÉĻ m zi
əlillik	-11.851617813110352	3	ÉĻ l ill ik
qabağında	-11.851174354553223	3	q aba ÄŁ Ä±nda
Şuşanın	-11.850964546203613	3	Åŀ uÅŁ an Ä±n
sabitliyi	-11.850438117980957	3	s abit li yi
ötürücü	-11.850334167480469	3	Ã¶t Ã¼rÃ¼ c Ã¼
Gəncə	-11.850170135498047	3	G ÉĻ nc ÉĻ
dedilər	-11.850081443786621	3	ded il ÉĻ r
aparılmasını	-11.849369049072266	3	ap ar Ä±l masÄ±nÄ±
apardılar	-11.84925651550293	3	ap ard Ä± lar
metrdən	-11.84915828704834	3	met rd ÉĻ n
Avqustda	-11.849111557006836	3	Av qu std a
ukraynalı	-11.848740577697754	3	uk ray nal Ä±
Paşayev	-11.848498344421387	3	Pa ÅŁ ay ev
hüseyn	-11.84831428527832	3	h Ã¼ se yn
Monteneqro	-11.848164558410645	3	Mont ene q ro
ilhamlanan	-11.848017692565918	3	il ham lan an
qapılar	-11.847380638122559	3	q ap Ä± lar
Buddizm	-11.846623420715332	3	B udd iz m
sütunları	-11.84645938873291	3	s Ã¼t un larÄ±
görürdü	-11.846221923828125	3	g Ã¶r Ã¼r dÃ¼
İnsanın	-11.845745086669922	3	Ä° ns an Ä±n
süfrə	-11.845335960388184	3	s Ã¼ fr ÉĻ
lüğət	-11.844863891601562	3	l Ã¼ÄŁ ÉĻ t
pozitiv	-11.844549179077148	3	po z it iv
Məkkə	-11.844130516052246	3	M ÉĻ kk ÉĻ
zavodun	-11.843945503234863	3	z av od un
Yumurta	-11.843865394592285	3	Y um ur ta
sürücünün	-11.84294605255127	3	s Ã¼rÃ¼ c Ã¼nÃ¼n
Proqramının	-11.84286880493164	3	Pro q ram Ä±nÄ±n
toxumları	-11.842795372009277	3	to x um larÄ±
Qonşu	-11.842597007751465	3	Q on ÅŁ u
qaytarma	-11.842464447021484	3	q ay t arma
Narkotik	-11.841869354248047	3	N ark ot ik
potensialını	-11.840934753417969	3	pot ens ial Ä±nÄ±
nazirləri	-11.840376853942871	3	naz irl ÉĻ ri
şəraitin	-11.840269088745117	3	ÅŁ ÉĻ rait in
çevrilə	-11.8399019241333	3	Ã§ ev ril ÉĻ
boşaldı	-11.839879989624023	3	bo ÅŁ ald Ä±
təhrik	-11.837733268737793	3	t ÉĻ h rik
Təminat	-11.837295532226562	3	T ÉĻ min at
sütunlar	-11.836932182312012	3	s Ã¼t un lar
tanıtmaq	-11.836664199829102	3	tan Ä±t ma q
buraxılmışdır	-11.83651351928711	3	bur ax Ä±lmÄ±ÅŁ dÄ±r
kağızların	-11.836385726928711	3	ka ÄŁÄ± z larÄ±n
testlər	-11.836007118225098	3	test l ÉĻ r
yönəlib	-11.834403991699219	3	y Ã¶n ÉĻ lib
adlandırırlar	-11.834320068359375	3	ad landÄ±r Ä±rl ar
qoymağa	-11.833791732788086	3	q o ym aÄŁa
İntibah	-11.833502769470215	3	Ä° nt ib ah
aristokrat	-11.833084106445312	3	ar ist ok rat
tənbeh	-11.83308219909668	3	t ÉĻ n beh
marşrutları	-11.833077430725098	3	mar ÅŁ rut larÄ±
qətimkan	-11.832662582397461	3	q ÉĻ tim kan
idmançılar	-11.831950187683105	3	id man Ã§Ä± lar
deməyə	-11.831938743591309	3	dem ÉĻ y ÉĻ
meydança	-11.83092975616455	3	m ey dan Ã§a
qalasının	-11.83092975616455	3	q al as Ä±nÄ±n
qruplara	-11.830873489379883	3	qr up l ara
istehkam	-11.83056640625	3	ist eh k am
kənarına	-11.830181121826172	3	k ÉĻ nar Ä±na
faciəsi	-11.83005428314209	3	fac i ÉĻ si
əlamət	-11.829986572265625	3	ÉĻ lam ÉĻ t
Macarıstanın	-11.82918930053711	3	Mac arÄ± stan Ä±n
lidirlər	-11.829160690307617	3	lid irl ÉĻ r
Körpü	-11.8286714553833	3	K Ã¶r p Ã¼
Fərdi	-11.828509330749512	3	F ÉĻ rd i
elementlərin	-11.827061653137207	3	element l ÉĻ rin
baxaraq	-11.826980590820312	3	b ax ara q
Qriqor	-11.82618522644043	3	Q ri q or
qorunmasına	-11.825799942016602	3	q or un masÄ±na
adaptasiyası	-11.825761795043945	3	adapt asi yas Ä±
güvən	-11.825681686401367	3	gÃ¼ v ÉĻ n
kataloq	-11.825653076171875	3	k atal o q
heyrət	-11.825568199157715	3	he yr ÉĻ t
dillər	-11.825146675109863	3	d ill ÉĻ r
sütununda	-11.824548721313477	3	s Ã¼t un unda
Əmək	-11.82371711730957	3	Æı m ÉĻ k
artırmağa	-11.822949409484863	3	art Ä±r ma ÄŁa
qəpik	-11.821809768676758	3	q ÉĻ p ik
işğalından	-11.821736335754395	3	iÅŁ ÄŁ al Ä±ndan
prosedurları	-11.821287155151367	3	pro sed url arÄ±
missiyaları	-11.820786476135254	3	miss iy alar Ä±
ulduzlar	-11.820579528808594	3	ul du z lar
işləmiş	-11.820096969604492	3	iÅŁ l ÉĻ miÅŁ
situasiya	-11.819734573364258	3	s itu asi ya
çıxarmağa	-11.818309783935547	3	Ã§Ä± x arma ÄŁa
qurulub	-11.818086624145508	3	q ur ul ub
Stansiyanın	-11.817739486694336	3	St ansi yan Ä±n
məhlul	-11.817692756652832	3	m ÉĻ hl ul
binalarının	-11.817229270935059	3	b inal ar Ä±nÄ±n
terapiyası	-11.816984176635742	3	ter api yas Ä±
aparılmalıdır	-11.8161039352417	3	ap ar Ä±l malÄ±dÄ±r
səfirlik	-11.815677642822266	3	s ÉĻ fir lik
eşitdi	-11.815530776977539	3	e ÅŁ it di
ödədi	-11.81523323059082	3	Ã¶ d ÉĻ di
canlandırdı	-11.815120697021484	3	can landÄ± rd Ä±
xalqını	-11.814444541931152	3	x al q Ä±nÄ±
günündən	-11.813241958618164	3	gÃ¼n Ã¼nd ÉĻ n
tanışlıq	-11.811566352844238	3	tan Ä±ÅŁ lÄ± q
axirət	-11.811071395874023	3	ax ir ÉĻ t
düzən	-11.810155868530273	3	d Ã¼z ÉĻ n
uzaqda	-11.810111999511719	3	u za q da
Oyunçular	-11.810032844543457	3	O yun Ã§ ular
marixuana	-11.809840202331543	3	mar ix u ana
zavodunda	-11.809493064880371	3	z av od unda
Florensiya	-11.809435844421387	3	Flo ren si ya
laşdırıb	-11.809000015258789	3	laÅŁ dÄ±r Ä± b
yaşaması	-11.808981895446777	3	ya ÅŁ amas Ä±
örtüyünün	-11.808514595031738	3	Ã¶rt Ã¼ y Ã¼nÃ¼n
dönən	-11.808513641357422	3	d Ã¶n ÉĻ n
kadrların	-11.808395385742188	3	kad rl ar Ä±n
çınqıl	-11.807868003845215	3	Ã§ Ä±n q Ä±l
üslubunu	-11.807470321655273	3	Ã¼ sl ub unu
Amerikalı	-11.806181907653809	3	A mer ikal Ä±
Kvadrat	-11.806154251098633	3	K v adr at
Qüllə	-11.805331230163574	3	Q Ã¼ ll ÉĻ
qasırğa	-11.805092811584473	3	q as Ä±r ÄŁa
birliyin	-11.804689407348633	3	bir li y in
lazımsız	-11.804669380187988	3	l azÄ± ms Ä±z
qırğın	-11.803817749023438	3	q Ä±r ÄŁ Ä±n
Konqresinin	-11.8029203414917	3	Kon q res inin
qoruyan	-11.802858352661133	3	q or uy an
kontekstdə	-11.802796363830566	3	kont ek std ÉĻ
koordinasiya	-11.802783966064453	3	ko ordin asi ya
döngə	-11.802754402160645	3	d Ã¶ ng ÉĻ
planlaşdırılması	-11.80270767211914	3	plan laÅŁ dÄ±r Ä±lmasÄ±
Sentyabrın	-11.802568435668945	3	S enty abr Ä±n
genişliyi	-11.802334785461426	3	gen iÅŁ li yi
öncəsi	-11.802203178405762	3	Ã¶ nc ÉĻ si
sıralarında	-11.801467895507812	3	sÄ± ral ar Ä±nda
xalqlar	-11.801084518432617	3	x al ql ar
kamerası	-11.801072120666504	3	k am eras Ä±
gəzir	-11.800898551940918	3	g ÉĻ z ir
quraraq	-11.800169944763184	3	q ur ara q
qabıqlı	-11.800078392028809	3	q abÄ± ql Ä±
yarımadası	-11.799588203430176	3	yar Ä±m adas Ä±
çıxışlar	-11.79945182800293	3	Ã§Ä± x Ä±ÅŁ lar
nəyin	-11.798905372619629	3	n ÉĻ y in
potensialının	-11.798481941223145	3	pot ens ial Ä±nÄ±n
qorxu	-11.798376083374023	3	q or x u
yorğunluq	-11.797672271728516	3	yor ÄŁun lu q
soyutma	-11.797564506530762	3	so y ut ma
vergiyə	-11.79706859588623	3	ver gi y ÉĻ
Hindistana	-11.796852111816406	3	H ind ist ana
Küveyt	-11.795988082885742	3	K Ã¼ vey t
Babək	-11.795707702636719	3	B ab ÉĻ k
qırdı	-11.795562744140625	3	q Ä± rd Ä±
meyarları	-11.79521369934082	3	m ey ar larÄ±
